url_path,views_total,views_unique
/thh32/Protologger,36,22
/thh32/Protologger/blob/master/README.md,4,3
/thh32/Protologger/tree/master/scripts,3,2
/thh32/Protologger/blob/master/lpsn_gss.csv,3,1
/thh32/Protologger/issues,2,2
/thh32/Protologger/activity,1,1
/thh32/Protologger/blame/master/README.md,1,1
/thh32/Protologger/blob/master/DSMZ-latest.tab,1,1
/thh32/Protologger/blob/master/scripts/prep-protologger.sh,1,1
/thh32/Protologger/commit/d9ed7839cc9510425d052438cd7c3b66f86934c7,1,1
